Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_forces
3.6249840259552,0.0005,1.838728051185608,0.9418794497847557,1.2126482391357423,0.28783721415201824
6.345771074295044,0.0005,0.9712294673919678,0.7795310622453689,0.9184370231628418,0.33125866317749025
9.072465896606445,0.0005,0.7537316902478536,0.6115244424343109,0.7822272777557373,0.3164896348317464
11.803290843963623,0.0005,0.6415232716004053,0.5071610331535339,0.6770850944519043,0.3147489293416341
14.532556056976318,0.0005,0.5457931232452392,0.46024293899536134,0.5589685726165772,0.3057962900797526
17.271589040756226,0.0005,0.48294600705305735,0.4244612753391266,0.5766617107391357,0.2931981086730957
20.011744022369385,0.0005,0.44179587364196776,0.40761969089508054,0.5813495635986328,0.28814519627888996
22.764261960983276,0.0005,0.400525394876798,0.3764316084980965,0.47281052589416506,0.28932854080200193
25.485826015472412,0.0005,0.3661166048049927,0.36717901557683946,0.48878385543823244,0.2781658299763997
28.235173225402832,0.0005,0.32882552484671274,0.3501851725578308,0.48675143241882324,0.2636439552307129
30.971290111541748,0.0005,0.3020088511705399,0.3360848760604858,0.44678579330444335,0.2538384272257487
33.71770119667053,0.0005,0.2770678613583247,0.3293173901736736,0.45592216968536375,0.24913055038452148
36.462433099746704,0.0005,0.2577257323265076,0.32592607200145723,0.5256631755828858,0.24491961797078451
39.18920612335205,0.0005,0.25714294870694476,0.27444672405719756,0.41363116264343264,0.23476560656229656
41.919183015823364,0.0005,0.2454858636856079,0.289255838394165,0.4951643943786621,0.22839530245463052
44.65510082244873,0.0005,0.2352141656478246,0.25170710921287537,0.38172253608703616,0.21265088272094726
47.39221405982971,0.0005,0.2079446506500244,0.2401823353767395,0.4393098020553589,0.2119889612197876
50.14311504364014,0.0005,0.2029040664434433,0.22637812227010726,0.4203574895858765,0.20029037920633952
52.893104791641235,0.0005,0.17805309623479842,0.22003560781478881,0.3854315614700317,0.19556228383382163
55.63645315170288,0.0005,0.16754329234361648,0.21040609180927278,0.3876236534118652,0.19465547561645508
58.38003611564636,0.0005,0.16732933392127355,0.19207386970520018,0.3845575523376465,0.1827380599975586
61.12096905708313,0.0005,0.1566889869173368,0.20122330963611604,0.41033191204071046,0.17863292439778647
63.859241008758545,0.0005,0.15157909512519838,0.1746493709087372,0.3451344966888428,0.1743484395345052
66.58640789985657,0.0005,0.14167819519837696,0.17653264880180358,0.433511815071106,0.1686272430419922
69.31545114517212,0.0005,0.14097145438194275,0.16244289457798003,0.3128692245483398,0.16582201449076334
72.04674315452576,0.0005,0.13968722850084306,0.17667247861623764,0.4289617252349853,0.1575416218439738
74.77979016304016,0.0005,0.16200072129567464,0.18467161893844605,0.5214514636993408,0.16061611429850262
77.53542613983154,0.0005,0.13970148464043936,0.16945014476776124,0.39228862285614013,0.15434519322713217
80.30558800697327,0.0005,0.13064869930346806,0.14452914848923684,0.4017136812210083,0.15040402984619142
83.06170916557312,0.0005,0.11927049338817597,0.17074129983782768,0.4956837272644043,0.1467844524383545
85.80389189720154,0.0005,0.11190492192904154,0.13584374904632568,0.36318048954010007,0.1437169876098633
88.53697681427002,0.0005,0.10051603118578593,0.13374949246644974,0.41207644462585447,0.13375127442677814
91.29016399383545,0.0005,0.09924260159333546,0.11605174541473388,0.2908373928070068,0.13593212827046713
94.02963900566101,0.0005,0.08800406982501348,0.11016925081610679,0.28754493713378904,0.12551801474889118
96.76895523071289,0.0005,0.08063018679618836,0.10589116096496581,0.2895292615890503,0.12260773213704428
99.50198292732239,0.0005,0.07625796534121036,0.09840846568346023,0.2665408945083618,0.11870737266540528
102.2409679889679,0.0005,0.07027018626530965,0.10395365193486214,0.3559486722946167,0.11663296635945639
104.97696208953857,0.0005,0.07250520999232928,0.09127864271402358,0.27211358070373537,0.1151424789428711
107.72756886482239,0.0005,0.06484903641045094,0.09107546031475067,0.3070534610748291,0.11448093223571777
110.49924516677856,0.0005,0.06441394589841366,0.07651349693536759,0.24728573322296143,0.1067436040242513
113.33545088768005,0.0005,0.05758898774782817,0.07444675147533417,0.26616703033447264,0.10907044585545858
116.074960231781,0.0005,0.05431298891703288,0.06765008598566055,0.22003578186035155,0.1026874090830485
118.81221914291382,0.0005,0.05270373488465945,0.06774714477360248,0.25346324443817136,0.10056221993764242
121.57156991958618,0.0005,0.05014563242594401,0.061185459792613986,0.2302321481704712,0.09506234486897787
124.30937385559082,0.0005,0.04513127813736598,0.06539086878299713,0.26983089923858644,0.09966259670257568
127.05181312561035,0.0005,0.04668021594484647,0.054149957299232485,0.19871840476989747,0.09338066418965657
129.7852427959442,0.0005,0.04713763798276583,0.055221633315086366,0.23625120162963867,0.09354158433278402
132.5272078514099,0.0005,0.04165114204088847,0.058330101519823076,0.2689942693710327,0.09703356361389161
135.2645881175995,0.0005,0.04170981821914514,0.06349537312984467,0.3238347291946411,0.10803830083211263
138.02788710594177,0.0005,0.04714384391903877,0.05014065146446228,0.20317439556121827,0.09329093996683757
140.79489994049072,0.0005,0.03611353285610676,0.0487409832328558,0.22283860206604003,0.10237938022613526
143.5391230583191,0.0005,0.03648874173561732,0.050337579995393754,0.26661081314086915,0.09345520734786987
146.27777099609375,0.0005,0.036519032071034116,0.047701117470860484,0.231706862449646,0.08590502548217774
149.01768016815186,0.0005,0.034881895085175835,0.0570193175971508,0.3405446720123291,0.08773120816548666
151.76204705238342,0.0005,0.03613019290069739,0.0398560830950737,0.19206843852996827,0.0857499392827352
154.51165008544922,0.0005,0.033743683435022834,0.057065201997756956,0.3419781732559204,0.08823436292012532
